year,substance,mentioned,deaths
2004,39 Mirtazapine,Without other drugs,4
2004,40 Venlafaxine,On the death certificate,47
2004,40 Venlafaxine,With alcohol,9
2004,40 Venlafaxine,Without alcohol,38
2004,40 Venlafaxine,Without other drugs,20
2004,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,517
2004,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,135
2004,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,382
2004,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,174
2004,42 Paracetamol,On the death certificate,448
2004,42 Paracetamol,With alcohol,112
2004,42 Paracetamol,Without alcohol,336
2004,42 Paracetamol,Without other drugs,127
2004,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,287
2004,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,96
2004,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,191
2004,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,47
2004,44 Paracetamol and codeine compound formulation,On the death certificate,54
2004,44 Paracetamol and codeine compound formulation,With alcohol,10
2004,44 Paracetamol and codeine compound formulation,Without alcohol,44
2004,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,15
2004,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,3
2004,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,12
2004,46 Paracetamol not from compound formulation,On the death certificate,172
2004,46 Paracetamol not from compound formulation,With alcohol,27
2004,46 Paracetamol not from compound formulation,Without alcohol,145
2004,46 Paracetamol not from compound formulation,Without other drugs,127
2003,01 All drug poisonings,On the death certificate,2623
2003,01 All drug poisonings,With alcohol,659
2003,01 All drug poisonings,Without alcohol,1964
2003,01 All drug poisonings,Without other drugs,1736
2003,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1093
2003,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,333
2003,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,760
2003,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,734
2003,03 Heroin and Morphine,On the death certificate,696
2003,03 Heroin and Morphine,With alcohol,231
2003,03 Heroin and Morphine,Without alcohol,465
2003,03 Heroin and Morphine,Without other drugs,481
2003,04 Methadone,On the death certificate,201
2003,04 Methadone,With alcohol,71
2003,04 Methadone,Without alcohol,130
2003,04 Methadone,Without other drugs,74
2003,05 Tramadol,On the death certificate,36
2003,05 Tramadol,With alcohol,8
2003,05 Tramadol,Without alcohol,28
2003,05 Tramadol,Without other drugs,23
2003,06 Codeine not from compound formulation,On the death certificate,35
2003,06 Codeine not from compound formulation,With alcohol,11
2003,06 Codeine not from compound formulation,Without alcohol,24
2003,06 Codeine not from compound formulation,Without other drugs,12
2003,07 Dihydrocodeine not from compound formulation,On the death certificate,100
2003,07 Dihydrocodeine not from compound formulation,With alcohol,26
2003,07 Dihydrocodeine not from compound formulation,Without alcohol,74
2003,07 Dihydrocodeine not from compound formulation,Without other drugs,49
2003,08 Oxycodone,On the death certificate,5
2003,08 Oxycodone,With alcohol,1
2003,08 Oxycodone,Without alcohol,4
2003,08 Oxycodone,Without other drugs,3
2003,09 Fentanyl,On the death certificate,3
2003,09 Fentanyl,Without alcohol,3
2003,09 Fentanyl,Without other drugs,2
2003,12 Other specified opiate,On the death certificate,13
2003,12 Other specified opiate,With alcohol,3
2003,12 Other specified opiate,Without alcohol,10
2003,12 Other specified opiate,Without other drugs,9
2003,13 Unspecified opiate,On the death certificate,101
2003,13 Unspecified opiate,With alcohol,18
2003,13 Unspecified opiate,Without alcohol,83
2003,13 Unspecified opiate,Without other drugs,81
2003,14 Cocaine,On the death certificate,129
2003,14 Cocaine,With alcohol,30
2003,14 Cocaine,Without alcohol,99
2003,14 Cocaine,Without other drugs,44
2003,15 Any amphetamine,On the death certificate,81
2003,15 Any amphetamine,With alcohol,17
2003,15 Any amphetamine,Without alcohol,64
2003,15 Any amphetamine,Without other drugs,45
2003,16 Amphetamine,On the death certificate,33
2003,16 Amphetamine,With alcohol,6
2003,16 Amphetamine,Without alcohol,27
2003,16 Amphetamine,Without other drugs,16
2003,17 Ecstasy/MDMA,On the death certificate,50
2003,17 Ecstasy/MDMA,With alcohol,12
2003,17 Ecstasy/MDMA,Without alcohol,38
2003,17 Ecstasy/MDMA,Without other drugs,29
2003,19 Cannabis,On the death certificate,11
2003,19 Cannabis,With alcohol,6
2003,19 Cannabis,Without alcohol,5
2003,19 Cannabis,Without other drugs,1
2003,20 New psychoactive substance,On the death certificate,6
2003,20 New psychoactive substance,With alcohol,4
2003,20 New psychoactive substance,Without alcohol,2
2003,20 New psychoactive substance,Without other drugs,2
2003,21 Any benzodiazepine,On the death certificate,224
2003,21 Any benzodiazepine,With alcohol,96
2003,21 Any benzodiazepine,Without alcohol,128
2003,21 Any benzodiazepine,Without other drugs,33
2003,22 Diazepam,On the death certificate,121
2003,22 Diazepam,With alcohol,55
2003,22 Diazepam,Without alcohol,66
2003,22 Diazepam,Without other drugs,5
2003,23 Temazepam,On the death certificate,70
2003,23 Temazepam,With alcohol,21
2003,23 Temazepam,Without alcohol,49
2003,23 Temazepam,Without other drugs,20
2003,24 Zopiclone/Zolpidem,On the death certificate,40
2003,24 Zopiclone/Zolpidem,With alcohol,11
2003,24 Zopiclone/Zolpidem,Without alcohol,29
2003,24 Zopiclone/Zolpidem,Without other drugs,8
2003,27 Barbiturates,On the death certificate,20
2003,27 Barbiturates,With alcohol,1
2003,27 Barbiturates,Without alcohol,19
2003,27 Barbiturates,Without other drugs,16
2003,28 Any antipsychotics,On the death certificate,66
2003,28 Any antipsychotics,With alcohol,14
2003,28 Any antipsychotics,Without alcohol,52
2003,28 Any antipsychotics,Without other drugs,31
2003,29 Quetiapine,On the death certificate,10
2003,29 Quetiapine,With alcohol,4
2003,29 Quetiapine,Without alcohol,6
2003,29 Quetiapine,Without other drugs,5
2003,30 Clozapine,On the death certificate,10
2003,30 Clozapine,With alcohol,2
2003,30 Clozapine,Without alcohol,8
2003,30 Clozapine,Without other drugs,7
2003,31 Any antidepressant,On the death certificate,432
2003,31 Any antidepressant,With alcohol,106
2003,31 Any antidepressant,Without alcohol,326
2003,31 Any antidepressant,Without other drugs,245
2003,32 Any tricyclic antidepressants,On the death certificate,311
2003,32 Any tricyclic antidepressants,With alcohol,75
2003,32 Any tricyclic antidepressants,Without alcohol,236
2003,32 Any tricyclic antidepressants,Without other drugs,204
2003,33 Amitriptyline,On the death certificate,125
2003,33 Amitriptyline,With alcohol,29
2003,33 Amitriptyline,Without alcohol,96
2003,33 Amitriptyline,Without other drugs,71
2003,34 Dothiepin,On the death certificate,158
2003,34 Dothiepin,With alcohol,42
2003,34 Dothiepin,Without alcohol,116
2003,34 Dothiepin,Without other drugs,113
2003,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,4
2003,35 Monoamine-oxidase inhibitors (BNF 4.3.2),With alcohol,1
2003,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,3
2003,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,2
2003,36 Any SSRI,On the death certificate,74
2003,36 Any SSRI,With alcohol,19
2003,36 Any SSRI,Without alcohol,55
2003,36 Any SSRI,Without other drugs,15
2003,37 Citalopram,On the death certificate,36
2003,37 Citalopram,With alcohol,8
2003,37 Citalopram,Without alcohol,28
2003,37 Citalopram,Without other drugs,7
2003,38 Any other antidepressants,On the death certificate,56
2003,38 Any other antidepressants,With alcohol,16
2003,38 Any other antidepressants,Without alcohol,40
2003,38 Any other antidepressants,Without other drugs,22
2003,39 Mirtazapine,On the death certificate,11
2003,39 Mirtazapine,With alcohol,5
2003,39 Mirtazapine,Without alcohol,6
2003,39 Mirtazapine,Without other drugs,2
2003,40 Venlafaxine,On the death certificate,47
2003,40 Venlafaxine,With alcohol,12
2003,40 Venlafaxine,Without alcohol,35
2003,40 Venlafaxine,Without other drugs,20
2003,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,454
2003,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,117
2003,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,337
2003,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,168
2003,42 Paracetamol,On the death certificate,395
2003,42 Paracetamol,With alcohol,99
2003,42 Paracetamol,Without alcohol,296
2003,42 Paracetamol,Without other drugs,121
2003,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,264
2003,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,72
2003,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,192
2003,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,47
2003,44 Paracetamol and codeine compound formulation,On the death certificate,33
2003,44 Paracetamol and codeine compound formulation,With alcohol,9
2003,44 Paracetamol and codeine compound formulation,Without alcohol,24
2003,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,16
2003,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,6
2003,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,10
2003,46 Paracetamol not from compound formulation,On the death certificate,150
2003,46 Paracetamol not from compound formulation,With alcohol,32
2003,46 Paracetamol not from compound formulation,Without alcohol,118
2003,46 Paracetamol not from compound formulation,Without other drugs,121
2002,01 All drug poisonings,On the death certificate,2830
2002,01 All drug poisonings,With alcohol,668
2002,01 All drug poisonings,Without alcohol,2162
2002,01 All drug poisonings,Without other drugs,1918
2002,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1317
2002,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,343
2002,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,974
2002,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,939
2002,03 Heroin and Morphine,On the death certificate,865
2002,03 Heroin and Morphine,With alcohol,225
2002,03 Heroin and Morphine,Without alcohol,640
2002,03 Heroin and Morphine,Without other drugs,621
2002,04 Methadone,On the death certificate,199
2002,04 Methadone,With alcohol,59
2002,04 Methadone,Without alcohol,140
2002,04 Methadone,Without other drugs,91
2002,05 Tramadol,On the death certificate,36
2002,05 Tramadol,With alcohol,7
2002,05 Tramadol,Without alcohol,29
2002,05 Tramadol,Without other drugs,17
2002,06 Codeine not from compound formulation,On the death certificate,38
2002,06 Codeine not from compound formulation,With alcohol,14
2002,06 Codeine not from compound formulation,Without alcohol,24
2002,06 Codeine not from compound formulation,Without other drugs,16
2002,07 Dihydrocodeine not from compound formulation,On the death certificate,116
2002,07 Dihydrocodeine not from compound formulation,With alcohol,27
2002,07 Dihydrocodeine not from compound formulation,Without alcohol,89
2002,07 Dihydrocodeine not from compound formulation,Without other drugs,50
2002,08 Oxycodone,On the death certificate,3
2002,08 Oxycodone,Without alcohol,3
2002,08 Oxycodone,Without other drugs,3
2002,09 Fentanyl,On the death certificate,4
2002,09 Fentanyl,Without alcohol,4
2002,09 Fentanyl,Without other drugs,4
2002,11 Buprenorphine,On the death certificate,2
2002,11 Buprenorphine,Without alcohol,2
2002,12 Other specified opiate,On the death certificate,26
2002,12 Other specified opiate,With alcohol,5
2002,12 Other specified opiate,Without alcohol,21
2002,12 Other specified opiate,Without other drugs,13
2002,13 Unspecified opiate,On the death certificate,150
2002,13 Unspecified opiate,With alcohol,39
2002,13 Unspecified opiate,Without alcohol,111
2002,13 Unspecified opiate,Without other drugs,124
2002,14 Cocaine,On the death certificate,128
2002,14 Cocaine,With alcohol,38
2002,14 Cocaine,Without alcohol,90
2002,14 Cocaine,Without other drugs,41
2002,15 Any amphetamine,On the death certificate,94
2002,15 Any amphetamine,With alcohol,12
2002,15 Any amphetamine,Without alcohol,82
2002,15 Any amphetamine,Without other drugs,41
2002,16 Amphetamine,On the death certificate,51
2002,16 Amphetamine,With alcohol,7
2002,16 Amphetamine,Without alcohol,44
2002,16 Amphetamine,Without other drugs,17
2002,17 Ecstasy/MDMA,On the death certificate,56
2002,17 Ecstasy/MDMA,With alcohol,7
2002,17 Ecstasy/MDMA,Without alcohol,49
2002,17 Ecstasy/MDMA,Without other drugs,24
2002,19 Cannabis,On the death certificate,13
2002,19 Cannabis,With alcohol,3
2002,19 Cannabis,Without alcohol,10
2002,20 New psychoactive substance,On the death certificate,5
2002,20 New psychoactive substance,With alcohol,2
2002,20 New psychoactive substance,Without alcohol,3
2002,20 New psychoactive substance,Without other drugs,2
2002,21 Any benzodiazepine,On the death certificate,241
2002,21 Any benzodiazepine,With alcohol,91
2002,21 Any benzodiazepine,Without alcohol,150
2002,21 Any benzodiazepine,Without other drugs,37
2002,22 Diazepam,On the death certificate,131
2002,22 Diazepam,With alcohol,58
2002,22 Diazepam,Without alcohol,73
2002,22 Diazepam,Without other drugs,5
2002,23 Temazepam,On the death certificate,70
2002,23 Temazepam,With alcohol,16
2002,23 Temazepam,Without alcohol,54
2002,23 Temazepam,Without other drugs,16
2002,24 Zopiclone/Zolpidem,On the death certificate,47
2002,24 Zopiclone/Zolpidem,With alcohol,17
2002,24 Zopiclone/Zolpidem,Without alcohol,30
2002,24 Zopiclone/Zolpidem,Without other drugs,21
2002,26 Gabapentin,On the death certificate,1
